model,corruption,accuracy,NLL,ECE,Brier,predictive_entropy,initial_predictive_entropy,prediction_change_rate,mean_gate,mean_relative_effective_update
C,zoom_blur,"{""n"": 4, ""mean"": 0.78773, ""std"": 0.00860521547280094, ""ci95"": [0.7740371819062049, 0.8014228180937952], ""median"": 0.7907299999999999, ""minimum"": 0.77512, ""maximum"": 0.7943399999999999}","{""n"": 4, ""mean"": 0.860353573911339, ""std"": 0.03831575524596865, ""ci95"": [0.7993846570529846, 0.9213224907696935], ""median"": 0.8575324611619115, ""minimum"": 0.8191224795341492, ""maximum"": 0.907226893787384}","{""n"": 4, ""mean"": 0.12938046226724984, ""std"": 0.006807928596004217, ""ci95"": [0.11854752866375348, 0.1402133958707462], ""median"": 0.1296708079478145, ""minimum"": 0.12092241589277983, ""maximum"": 0.13725781728059053}","{""n"": 4, ""mean"": 0.3384020661512762, ""std"": 0.01270050903671138, ""ci95"": [0.31819272212172045, 0.358611410180832], ""median"": 0.3343177866072953, ""minimum"": 0.32873509204626084, ""maximum"": 0.35623759934425353}","{""n"": 4, ""mean"": 0.2525566830282573, ""std"": 0.016143090255019914, ""ci95"": [0.22686942405927804, 0.27824394199723657], ""median"": 0.25286399268811166, ""minimum"": 0.23653563593868632, ""maximum"": 0.26796311079811946}","{""n"": 4, ""mean"": 0.2519654453394863, ""std"": 0.015696889617174508, ""ci95"": [0.22698819115617033, 0.27694269952280226], ""median"": 0.25240869410482586, ""minimum"": 0.2368271022894379, ""maximum"": 0.2662172908588554}","{""n"": 4, ""mean"": 0.016454999999999997, ""std"": 0.0012824325843229963, ""ci95"": [0.014414363580122564, 0.01849563641987743], ""median"": 0.016269999999999996, ""minimum"": 0.015199999999999991, ""maximum"": 0.018080000000000006}","{""n"": 0, ""mean"": null, ""std"": null, ""ci95"": null, ""median"": null, ""minimum"": null, ""maximum"": null}","{""n"": 4, ""mean"": 0.07592982168897834, ""std"": 0.0013576447111929724, ""ci95"": [0.07376950599146595, 0.07809013738649073], ""median"": 0.07595090460829684, ""minimum"": 0.07428142771155354, ""maximum"": 0.07753604982776616}"
D1,brightness,"{""n"": 5, ""mean"": 0.937716, ""std"": 0.0018075065698359102, ""ci95"": [0.9354716841657179, 0.9399603158342821], ""median"": 0.9372199999999999, ""minimum"": 0.93564, ""maximum"": 0.94026}","{""n"": 5, ""mean"": 0.24536314598941802, ""std"": 0.008285934161117446, ""ci95"": [0.23507479985007176, 0.25565149212876426], ""median"": 0.24518214580059053, ""minimum"": 0.23472033415794374, ""maximum"": 0.2571126543521881}","{""n"": 5, ""mean"": 0.03753046444755793, ""std"": 0.002021068501087188, ""ci95"": [0.03502097645185431, 0.04003995244326154], ""median"": 0.03739028627425432, ""minimum"": 0.03481378011405468, ""maximum"": 0.040428255918622015}","{""n"": 5, ""mean"": 0.10129651827049255, ""std"": 0.003644546276697672, ""ci95"": [0.09677121636892946, 0.10582182017205563], ""median"": 0.10228618106126786, ""minimum"": 0.0958518811893463, ""maximum"": 0.10562549449920654}","{""n"": 5, ""mean"": 0.07880564197579265, ""std"": 0.002112196315760315, ""ci95"": [0.07618300385337444, 0.08142828009821086], ""median"": 0.07863027218126575, ""minimum"": 0.07576416138616973, ""maximum"": 0.08143359327367244}","{""n"": 5, ""mean"": 0.09316114320326334, ""std"": 0.004141785496490355, ""ci95"": [0.08801843726398875, 0.09830384914253792], ""median"": 0.09190983904361026, ""minimum"": 0.08778443590821407, ""maximum"": 0.09752144582981563}","{""n"": 5, ""mean"": 0.005424000000000002, ""std"": 0.0007911257801386582, ""ci95"": [0.004441687600750962, 0.006406312399249042], ""median"": 0.005459999999999998, ""minimum"": 0.004239999999999999, ""maximum"": 0.006259999999999999}","{""n"": 5, ""mean"": 0.03773860732647239, ""std"": 0.0012077129527172205, ""ci95"": [0.03623903363291905, 0.039238181020025735], ""median"": 0.037341473414075545, ""minimum"": 0.03644255485344926, ""maximum"": 0.03924748758880863}","{""n"": 5, ""mean"": 0.023493468952927945, ""std"": 0.0021857439884925716, ""ci95"": [0.02077950933312641, 0.02620742857272948], ""median"": 0.0236225497179738, ""minimum"": 0.02052320104285449, ""maximum"": 0.02657890955598276}"
D1,contrast,"{""n"": 5, ""mean"": 0.766948, ""std"": 0.003084950566864896, ""ci95"": [0.7631175279448855, 0.7707784720551144], ""median"": 0.76702, ""minimum"": 0.76284, ""maximum"": 0.7714}","{""n"": 5, ""mean"": 1.028890366876602, ""std"": 0.03278731156705758, ""ci95"": [0.9881795425058968, 1.0696011912473073], ""median"": 1.031864046974182, ""minimum"": 0.9848735440063476, ""maximum"": 1.0625571497058868}","{""n"": 5, ""mean"": 0.15493759556627273, ""std"": 0.006746062121161332, ""ci95"": [0.14656125310078058, 0.1633139380317649], ""median"": 0.15259063770622014, ""minimum"": 0.14713691148996355, ""maximum"": 0.1638822191861272}","{""n"": 5, ""mean"": 0.3729953129396439, ""std"": 0.01010351821444157, ""ci95"": [0.3604501381175758, 0.38554048776171196], ""median"": 0.37194451889514923, ""minimum"": 0.35866736664056775, ""maximum"": 0.3842357488679886}","{""n"": 5, ""mean"": 0.23289062527168042, ""std"": 0.014471855245284264, ""ci95"": [0.21492144362639462, 0.25085980691696624], ""median"": 0.23627736612271458, ""minimum"": 0.20846410012514563, ""maximum"": 0.24611583229948475}","{""n"": 5, ""mean"": 0.2818555000688775, ""std"": 0.02171071033682039, ""ci95"": [0.2548980926682172, 0.30881290746953777], ""median"": 0.2916708479024429, ""minimum"": 0.24989435257142992, ""maximum"": 0.3050943407316471}","{""n"": 5, ""mean"": 0.02659199999999999, ""std"": 0.0061015834010525495, ""ci95"": [0.019015883558875346, 0.034168116441124635], ""median"": 0.02631999999999999, ""minimum"": 0.01971999999999998, ""maximum"": 0.034339999999999996}","{""n"": 5, ""mean"": 0.11281882950404695, ""std"": 0.007420146948244627, ""ci95"": [0.10360550017703005, 0.12203215883106386], ""median"": 0.11525058736281663, ""minimum"": 0.10064922372996099, ""maximum"": 0.12056925662623481}","{""n"": 5, ""mean"": 0.06697927444384222, ""std"": 0.009056158243447377, ""ci95"": [0.05573456879091735, 0.07822398009676709], ""median"": 0.06426595849462355, ""minimum"": 0.054799844767650256, ""maximum"": 0.07603932473147598}"
D1,defocus_blur,"{""n"": 5, ""mean"": 0.8269759999999999, ""std"": 0.00525287349933349, ""ci95"": [0.820453696088759, 0.8334983039112409], ""median"": 0.82636, ""minimum"": 0.81914, ""maximum"": 0.8327}","{""n"": 5, ""mean"": 0.7391211501226426, ""std"": 0.03685717713361721, ""ci95"": [0.693356920200411, 0.7848853800448742], ""median"": 0.7361306332969666, ""minimum"": 0.6994329592514038, ""maximum"": 0.7981817469978333}","{""n"": 5, ""mean"": 0.11470972702556849, ""std"": 0.00795945785453395, ""ci95"": [0.10482675476237349, 0.12459269928876349], ""median"": 0.11256391645997763, ""minimum"": 0.10625662270992994, ""maximum"": 0.1268236614498496}","{""n"": 5, ""mean"": 0.28182420706129074, ""std"": 0.012196193645767683, ""ci95"": [0.2666806324962195, 0.296967781626362], ""median"": 0.28071028893232347, ""minimum"": 0.2690575213718414, ""maximum"": 0.3008920913171768}","{""n"": 5, ""mean"": 0.17532340963735493, ""std"": 0.009589866836623096, ""ci95"": [0.1634160172387518, 0.18723080203595807], ""median"": 0.1769682822414137, ""minimum"": 0.16318261830375588, ""maximum"": 0.18451619604996203}","{""n"": 5, ""mean"": 0.20734109540321596, ""std"": 0.009423771350065623, ""ci95"": [0.19563993779053537, 0.21904225301589655], ""median"": 0.20269291705953366, ""minimum"": 0.1994179577732197, ""maximum"": 0.22067689607272273}","{""n"": 5, ""mean"": 0.015532000000000004, ""std"": 0.0012736247485032564, ""ci95"": [0.013950586002562184, 0.017113413997437824], ""median"": 0.015880000000000005, ""minimum"": 0.014000000000000035, ""maximum"": 0.01714}","{""n"": 5, ""mean"": 0.08396607189447768, ""std"": 0.0036769598434900756, ""ci95"": [0.07940052323397509, 0.08853162055498026], ""median"": 0.08407235227602583, ""minimum"": 0.07990940546814158, ""maximum"": 0.08784447063124176}","{""n"": 5, ""mean"": 0.054408917524003786, ""std"": 0.003870972769324421, ""ci95"": [0.04960246999830652, 0.059215365049701055], ""median"": 0.055828301035190625, ""minimum"": 0.04949322714998242, ""maximum"": 0.05791274983503558}"
D1,elastic_transform,"{""n"": 5, ""mean"": 0.8492280000000001, ""std"": 0.003663839516136038, ""ci95"": [0.8446787423776176, 0.8537772576223825], ""median"": 0.8486400000000001, ""minimum"": 0.8455, ""maximum"": 0.85394}","{""n"": 5, ""mean"": 0.6034684131259918, ""std"": 0.02117385810181875, ""ci95"": [0.5771775958178883, 0.6297592304340952], ""median"": 0.5977077139282226, ""minimum"": 0.5791917992019653, ""maximum"": 0.6276337033271789}","{""n"": 5, ""mean"": 0.09312528864049911, ""std"": 0.003926693406719198, ""ci95"": [0.08824965480539179, 0.09800092247560643], ""median"": 0.09102652828335762, ""minimum"": 0.0894139368095994, ""maximum"": 0.09751768688768148}","{""n"": 5, ""mean"": 0.24256015892505645, ""std"": 0.00669200499523015, ""ci95"": [0.2342509372466794, 0.2508693806034335], ""median"": 0.24221996924877165, ""minimum"": 0.23447989591121673, ""maximum"": 0.24964744988441467}","{""n"": 5, ""mean"": 0.17382801806569256, ""std"": 0.007688807802432891, ""ci95"": [0.16428110222830342, 0.1833749339030817], ""median"": 0.1720237897202873, ""minimum"": 0.16729690786446794, ""maximum"": 0.18675376878615615}","{""n"": 5, ""mean"": 0.20615342148634813, ""std"": 0.0031051091021704765, ""ci95"": [0.20229791930368823, 0.21000892366900803], ""median"": 0.2059116901034978, ""minimum"": 0.20305745850602455, ""maximum"": 0.21073204745863505}","{""n"": 5, ""mean"": 0.015379999999999998, ""std"": 0.0015608971779076351, ""ci95"": [0.013441890169294228, 0.017318109830705766], ""median"": 0.015700000000000002, ""minimum"": 0.01319999999999999, ""maximum"": 0.017280000000000007}","{""n"": 5, ""mean"": 0.08342021622597362, ""std"": 0.0007862612164008216, ""ci95"": [0.08244394398038482, 0.08439648847156242], ""median"": 0.08297686989293569, ""minimum"": 0.08287323653025087, ""maximum"": 0.08472206324985372}","{""n"": 5, ""mean"": 0.05238129275768846, ""std"": 0.003795732447757669, ""ci95"": [0.0476682684304939, 0.057094317084883016], ""median"": 0.05251940244978462, ""minimum"": 0.04626899055259491, ""maximum"": 0.056000425730188215}"
D1,fog,"{""n"": 5, ""mean"": 0.8885, ""std"": 0.0010334408546210643, ""ci95"": [0.887216813696544, 0.8897831863034559], ""median"": 0.8886999999999999, ""minimum"": 0.88726, ""maximum"": 0.88994}","{""n"": 5, ""mean"": 0.45708802728652953, ""std"": 0.011321747740835641, ""ci95"": [0.4430302207199891, 0.47114583385306996], ""median"": 0.46053152190208435, ""minimum"": 0.4419968373060226, ""maximum"": 0.470895947432518}","{""n"": 5, ""mean"": 0.07125107886362075, ""std"": 0.002185252246842902, ""ci95"": [0.06853772982172203, 0.07396442790551948], ""median"": 0.071566307246387, ""minimum"": 0.06788100307941437, ""maximum"": 0.07379534933924675}","{""n"": 5, ""mean"": 0.18126244881534576, ""std"": 0.00316768838660564, ""ci95"": [0.17732924418816937, 0.18519565344252215], ""median"": 0.181681994702816, ""minimum"": 0.1765638193178177, ""maximum"": 0.18477829382658004}","{""n"": 5, ""mean"": 0.12353056584588107, ""std"": 0.005264067086414625, ""ci95"": [0.11699436326055063, 0.1300667684312115], ""median"": 0.12176289887052087, ""minimum"": 0.11813172399883158, ""maximum"": 0.12944375398389296}","{""n"": 5, ""mean"": 0.14722199349645282, ""std"": 0.009819562650609279, ""ci95"": [0.13502939607508493, 0.1594145909178207], ""median"": 0.1432817861596949, ""minimum"": 0.13857686229414481, ""maximum"": 0.1631791615956748}","{""n"": 5, ""mean"": 0.010060000000000003, ""std"": 0.0012009995836802089, ""ci95"": [0.008568762055086577, 0.01155123794491343], ""median"": 0.009999999999999986, ""minimum"": 0.008419999999999983, ""maximum"": 0.011240000000000028}","{""n"": 5, ""mean"": 0.059449943033188984, ""std"": 0.003177613525739763, ""ci95"": [0.05550441471807258, 0.06339547134830538], ""median"": 0.05866130102372141, ""minimum"": 0.05643050657881695, ""maximum"": 0.06468174785258646}","{""n"": 5, ""mean"": 0.0374522620156887, ""std"": 0.0034608325402951546, ""ci95"": [0.033155070846592125, 0.041749453184785276], ""median"": 0.03814480192819007, ""minimum"": 0.03152135529938037, ""maximum"": 0.040356099803521506}"
D1,frost,"{""n"": 5, ""mean"": 0.79832, ""std"": 0.005163777686926527, ""ci95"": [0.7919083231514155, 0.8047316768485846], ""median"": 0.7981199999999999, ""minimum"": 0.79302, ""maximum"": 0.80366}","{""n"": 5, ""mean"": 0.8806850547084808, ""std"": 0.03215710215210727, ""ci95"": [0.8407567386796483, 0.9206133707373133], ""median"": 0.8924511977958679, ""minimum"": 0.8405992678070069, ""maximum"": 0.9209132083511352}","{""n"": 5, ""mean"": 0.13249135165011883, ""std"": 0.004244677305520829, ""ci95"": [0.12722088865586104, 0.13776181464437662], ""median"": 0.1326225073608756, ""minimum"": 0.1279978659799695, ""maximum"": 0.13866607546955348}","{""n"": 5, ""mean"": 0.3285811505308151, ""std"": 0.008769309036065084, ""ci95"": [0.31769261521161013, 0.3394696858500201], ""median"": 0.3295330324697494, ""minimum"": 0.31940713061332704, ""maximum"": 0.3396348752784729}","{""n"": 5, ""mean"": 0.20812604886238759, ""std"": 0.00845442324508744, ""ci95"": [0.19762849589338546, 0.2186236018313897], ""median"": 0.2047645805117808, ""minimum"": 0.20304819332573446, ""maximum"": 0.22312230778678233}","{""n"": 5, ""mean"": 0.25388961171102936, ""std"": 0.007121684573624519, ""ci95"": [0.24504687236939665, 0.26273235105266207], ""median"": 0.25089570579966414, ""minimum"": 0.24787358659871708, ""maximum"": 0.2643185743123593}","{""n"": 5, ""mean"": 0.021163999999999992, ""std"": 0.00239388387354107, ""ci95"": [0.018191600578343466, 0.024136399421656518], ""median"": 0.02235999999999998, ""minimum"": 0.016979999999999995, ""maximum"": 0.0226}","{""n"": 5, ""mean"": 0.10151209084342046, ""std"": 0.0016456514588130565, ""ci95"": [0.09946874467342078, 0.10355543701342014], ""median"": 0.10203458103015028, ""minimum"": 0.09970700735075767, ""maximum"": 0.10370514266253571}","{""n"": 5, ""mean"": 0.06112910523923097, ""std"": 0.00403835758950291, ""ci95"": [0.056114822008472266, 0.06614338846998968], ""median"": 0.06158074618209798, ""minimum"": 0.05447253010423325, ""maximum"": 0.06508481726269419}"
D1,gaussian_blur,"{""n"": 5, ""mean"": 0.73436, ""std"": 0.012469651157911335, ""ci95"": [0.7188768830870615, 0.7498431169129385], ""median"": 0.73514, ""minimum"": 0.71416, ""maximum"": 0.74796}","{""n"": 5, ""mean"": 1.1918889945030213, ""std"": 0.09506241222008217, ""ci95"": [1.0738534196669396, 1.309924569339103], ""median"": 1.1584007577037811, ""minimum"": 1.097984582862854, ""maximum"": 1.3485443035125733}","{""n"": 5, ""mean"": 0.18095807033914327, ""std"": 0.01950035960089913, ""ci95"": [0.15674517587067965, 0.20517096480760688], ""median"": 0.1721870056602359, ""minimum"": 0.16199922078192233, ""maximum"": 0.21144320921003817}","{""n"": 5, ""mean"": 0.43178280485868453, ""std"": 0.029647133781791898, ""ci95"": [0.39497102619190283, 0.46859458352546624], ""median"": 0.42045323766469955, ""minimum"": 0.4026898057460785, ""maximum"": 0.4800333776760101}","{""n"": 5, ""mean"": 0.25035616269285477, ""std"": 0.023725310446108757, ""ci95"": [0.22089729886571377, 0.27981502651999574], ""median"": 0.25818036007932854, ""minimum"": 0.2220404100194818, ""maximum"": 0.2755760254341725}","{""n"": 5, ""mean"": 0.29912533413625875, ""std"": 0.02442854016955903, ""ci95"": [0.2687932952790428, 0.3294573729934747], ""median"": 0.2974912752778735, ""minimum"": 0.2739460109421355, ""maximum"": 0.3263566969927266}","{""n"": 5, ""mean"": 0.02531199999999999, ""std"": 0.0032037041061870933, ""ci95"": [0.0213340759504499, 0.02928992404955008], ""median"": 0.023719999999999984, ""minimum"": 0.02185999999999999, ""maximum"": 0.02956000000000001}","{""n"": 5, ""mean"": 0.1205379267064226, ""std"": 0.010131163764798386, ""ci95"": [0.10795842539976591, 0.1331174280130793], ""median"": 0.12246722516686563, ""minimum"": 0.10927765976957803, ""maximum"": 0.1310315800179313}","{""n"": 5, ""mean"": 0.0783877833634893, ""std"": 0.007156540609053382, ""ci95"": [0.06950176453754446, 0.08727380218943413], ""median"": 0.07661508000416359, ""minimum"": 0.06936232526277357, ""maximum"": 0.08647209306935312}"
D1,gaussian_noise,"{""n"": 5, ""mean"": 0.488648, ""std"": 0.032815364084526025, ""ci95"": [0.4479023438282952, 0.5293936561717049], ""median"": 0.4773, ""minimum"": 0.466, ""maximum"": 0.54666}","{""n"": 5, ""mean"": 2.7128402298545837, ""std"": 0.3305954309712541, ""ci95"": [2.302351785246919, 3.1233286744622486], ""median"": 2.810885929756165, ""minimum"": 2.1402317325592044, ""maximum"": 2.9640162216949464}","{""n"": 5, ""mean"": 0.3918685055716038, ""std"": 0.04526935790406988, ""ci95"": [0.3356591736403191, 0.4480778375028885], ""median"": 0.4018559271168709, ""minimum"": 0.31397886718481777, ""maximum"": 0.4296640744525194}","{""n"": 5, ""mean"": 0.8689836855354309, ""std"": 0.0768946525357253, ""ci95"": [0.7735063638274329, 0.964461007243429], ""median"": 0.8897578808403015, ""minimum"": 0.7354228631782532, ""maximum"": 0.9306101893615722}","{""n"": 5, ""mean"": 0.34621980655533735, ""std"": 0.04037499440066834, ""ci95"": [0.29608762958034884, 0.39635198353032586], ""median"": 0.3529617267170228, ""minimum"": 0.30389376524148565, ""maximum"": 0.4042847516016179}","{""n"": 5, ""mean"": 0.41588396362120805, ""std"": 0.046435119830506515, ""ci95"": [0.35822714707539033, 0.4735407801670258], ""median"": 0.3931296452904085, ""minimum"": 0.37617389059040957, ""maximum"": 0.4854391673678451}","{""n"": 5, ""mean"": 0.03614400000000001, ""std"": 0.008056120654508602, ""ci95"": [0.026141005018110917, 0.0461469949818891], ""median"": 0.03283999999999998, ""minimum"": 0.029800000000000004, ""maximum"": 0.04900000000000002}","{""n"": 5, ""mean"": 0.16714382111343334, ""std"": 0.018671897545619046, ""ci95"": [0.1439595981528889, 0.1903280440739778], ""median"": 0.16116710447756633, ""minimum"": 0.15116626994066407, ""maximum"": 0.19551901161677943}","{""n"": 5, ""mean"": 0.10170624646259314, ""std"": 0.009298331841162832, ""ci95"": [0.09016084257206951, 0.11325165035311678], ""median"": 0.1040813270836497, ""minimum"": 0.0879698220163092, ""maximum"": 0.11304772016553619}"
D1,glass_blur,"{""n"": 5, ""mean"": 0.567244, ""std"": 0.01623825360068009, ""ci95"": [0.5470815451103328, 0.5874064548896671], ""median"": 0.56732, ""minimum"": 0.55008, ""maximum"": 0.59028}","{""n"": 5, ""mean"": 1.9555791417999266, ""std"": 0.08372730067078117, ""ci95"": [1.8516179668902355, 2.059540316709618], ""median"": 1.9709986028671265, ""minimum"": 1.8248805835342408, ""maximum"": 2.0497981995773316}","{""n"": 5, ""mean"": 0.296049367023468, ""std"": 0.015105406946408094, ""ci95"": [0.277293527039896, 0.31480520700704], ""median"": 0.2965251386639476, ""minimum"": 0.2722591694998741, ""maximum"": 0.31138865456521514}","{""n"": 5, ""mean"": 0.6998431255588532, ""std"": 0.02706119619560601, ""ci95"": [0.6662422124944405, 0.7334440386232659], ""median"": 0.7069704310035706, ""minimum"": 0.6574167162132263, ""maximum"": 0.7264045887470245}","{""n"": 5, ""mean"": 0.4017803995521016, ""std"": 0.02949868657868984, ""ci95"": [0.3651529424330458, 0.4384078566711574], ""median"": 0.394527988341673, ""minimum"": 0.37388522531574475, ""maximum"": 0.45062381751186503}","{""n"": 5, ""mean"": 0.4977226090325413, ""std"": 0.002344227513502009, ""ci95"": [0.4948118661254271, 0.5006333519396554], ""median"": 0.4984979012676998, ""minimum"": 0.49531856983263045, ""maximum"": 0.5008187853097776}","{""n"": 5, ""mean"": 0.048827999999999996, ""std"": 0.008888797443974061, ""ci95"": [0.03779110022649174, 0.05986489977350825], ""median"": 0.050980000000000004, ""minimum"": 0.03508, ""maximum"": 0.05931999999999997}","{""n"": 5, ""mean"": 0.19754004632848254, ""std"": 0.004875574102180451, ""ci95"": [0.19148622149523042, 0.20359387116173466], ""median"": 0.1960747896679227, ""minimum"": 0.19288074564523974, ""maximum"": 0.20513907641531143}","{""n"": 5, ""mean"": 0.10870309596302151, ""std"": 0.008962779063283053, ""ci95"": [0.09757433587628847, 0.11983185604975455], ""median"": 0.10922194060925254, ""minimum"": 0.09736957879490606, ""maximum"": 0.11987937030564504}"
D1,impulse_noise,"{""n"": 5, ""mean"": 0.543452, ""std"": 0.0185111080165397, ""ci95"": [0.5204674236090016, 0.5664365763909985], ""median"": 0.54512, ""minimum"": 0.52132, ""maximum"": 0.57106}","{""n"": 5, ""mean"": 2.282123309326887, ""std"": 0.22262735861215868, ""ci95"": [2.0056949331229705, 2.5585516855308037], ""median"": 2.256132160396576, ""minimum"": 1.9610848838460446, ""maximum"": 2.4980440442657468}","{""n"": 5, ""mean"": 0.3289378127246499, ""std"": 0.027319355455607694, ""ci95"": [0.29501635260129017, 0.3628592728480096], ""median"": 0.33301574310421944, ""minimum"": 0.2878787045508623, ""maximum"": 0.36095511379778383}","{""n"": 5, ""mean"": 0.7530073431915045, ""std"": 0.04560644439299192, ""ci95"": [0.6963794631026444, 0.8096352232803646], ""median"": 0.7532210529708863, ""minimum"": 0.6843204626387358, ""maximum"": 0.8004154848814011}","{""n"": 5, ""mean"": 0.3760386413045997, ""std"": 0.037844618763680664, ""ci95"": [0.32904834065999067, 0.4230289419492087], ""median"": 0.3925239613579452, ""minimum"": 0.317839384626695, ""maximum"": 0.41290095712760233}","{""n"": 5, ""mean"": 0.46044523340792365, ""std"": 0.04591967043802193, ""ci95"": [0.40342843181565, 0.5174620350001973], ""median"": 0.46992288065733123, ""minimum"": 0.3995299586394208, ""maximum"": 0.5165334749063303}","{""n"": 5, ""mean"": 0.045804, ""std"": 0.012340059967439372, ""ci95"": [0.030481791802754985, 0.06112620819724501], ""median"": 0.04146000000000001, ""minimum"": 0.033420000000000005, ""maximum"": 0.06502}","{""n"": 5, ""mean"": 0.18341980599231755, ""std"": 0.017338366088308695, ""ci95"": [0.16189138103278758, 0.20494823095184753], ""median"": 0.1839298427271826, ""minimum"": 0.1577152500368934, ""maximum"": 0.2033108345901811}","{""n"": 5, ""mean"": 0.0933976375204003, ""std"": 0.014932988370149202, ""ci95"": [0.0748558834755905, 0.1119393915652101], ""median"": 0.09090676694699551, ""minimum"": 0.07731337520640646, ""maximum"": 0.11773252317772087}"
D1,jpeg_compression,"{""n"": 5, ""mean"": 0.7943, ""std"": 0.002114000946073561, ""ci95"": [0.7916751211330918, 0.7969248788669082], ""median"": 0.79322, ""minimum"": 0.79274, ""maximum"": 0.7978}","{""n"": 5, ""mean"": 0.8465919493064881, ""std"": 0.005642747676187188, ""ci95"": [0.8395855526660184, 0.8535983459469577], ""median"": 0.8483430110168457, ""minimum"": 0.8370537879943848, ""maximum"": 0.8513402627182006}","{""n"": 5, ""mean"": 0.1325428446112275, ""std"": 0.0030824108597244416, ""ci95"": [0.12871552601903535, 0.13637016320341966], ""median"": 0.133758488047719, ""minimum"": 0.12771543848127126, ""maximum"": 0.13550072527825832}","{""n"": 5, ""mean"": 0.33309144951820374, ""std"": 0.0031121947924741783, ""ci95"": [0.3292271492889913, 0.33695574974741616], ""median"": 0.334388328294754, ""minimum"": 0.32764977855682376, ""maximum"": 0.3352624052810669}","{""n"": 5, ""mean"": 0.21884901536766196, ""std"": 0.011318433227433694, ""ci95"": [0.20479532431308428, 0.23290270642223965], ""median"": 0.2166943868146575, ""minimum"": 0.2083869937999628, ""maximum"": 0.23756855783679406}","{""n"": 5, ""mean"": 0.2653524782280475, ""std"": 0.007940294721408954, ""ci95"": [0.25549330013734656, 0.2752116563187484], ""median"": 0.26155861466236413, ""minimum"": 0.2598448483521247, ""maximum"": 0.2791468758781999}","{""n"": 5, ""mean"": 0.020407999999999996, ""std"": 0.001635518266483126, ""ci95"": [0.018377235850103264, 0.022438764149896727], ""median"": 0.021179999999999997, ""minimum"": 0.017600000000000015, ""maximum"": 0.02147999999999999}","{""n"": 5, ""mean"": 0.1062813936520156, ""std"": 0.0029366590060968356, ""ci95"": [0.1026350498891443, 0.10992773741488689], ""median"": 0.10564754220104931, ""minimum"": 0.10353705973197823, ""maximum"": 0.10977444145415512}","{""n"": 5, ""mean"": 0.06499061796614429, ""std"": 0.003889832152493491, ""ci95"": [0.06016075342333766, 0.06982048250895093], ""median"": 0.06676729735266221, ""minimum"": 0.058467988094768206, ""maximum"": 0.06823359491299963}"
D1,motion_blur,"{""n"": 5, ""mean"": 0.785328, ""std"": 0.009413231113703726, ""ci95"": [0.7736399298193426, 0.7970160701806575], ""median"": 0.78324, ""minimum"": 0.77618, ""maximum"": 0.79962}","{""n"": 5, ""mean"": 0.91502457878685, ""std"": 0.04352883315501045, ""ci95"": [0.860976393774455, 0.9690727637992449], ""median"": 0.9394888291549683, ""minimum"": 0.8522459462165832, ""maximum"": 0.9531344197463989}","{""n"": 5, ""mean"": 0.1416717731576562, ""std"": 0.006466501859084345, ""ci95"": [0.13364255060491342, 0.14970099571039897], ""median"": 0.14178729794979095, ""minimum"": 0.1325868071630597, ""maximum"": 0.1491578292429447}","{""n"": 5, ""mean"": 0.34954500471019745, ""std"": 0.014706032401895951, ""ci95"": [0.33128505372034517, 0.36780495570004973], ""median"": 0.3565150839662552, ""minimum"": 0.3268364968109131, ""maximum"": 0.3619549502849579}","{""n"": 5, ""mean"": 0.21752253482147138, ""std"": 0.01593233617675826, ""ci95"": [0.1977399265835112, 0.23730514305943157], ""median"": 0.21440269502703332, ""minimum"": 0.2037831726488404, ""maximum"": 0.24482804019838628}","{""n"": 5, ""mean"": 0.25911797350211985, ""std"": 0.006296932913637609, ""ci95"": [0.2512992986041517, 0.266936648400088], ""median"": 0.2575304840711516, ""minimum"": 0.25274577119708763, ""maximum"": 0.26967207334833393}","{""n"": 5, ""mean"": 0.019780000000000006, ""std"": 0.00151538773916116, ""ci95"": [0.017898397600964195, 0.021661602399035817], ""median"": 0.01983999999999999, ""minimum"": 0.017800000000000017, ""maximum"": 0.02183999999999999}","{""n"": 5, ""mean"": 0.10459307865137309, ""std"": 0.003947115045341898, ""ci95"": [0.09969208800280363, 0.10949406929994254], ""median"": 0.10309668833581508, ""minimum"": 0.10192559522079386, ""maximum"": 0.11157860905290494}","{""n"": 5, ""mean"": 0.06652540123767005, ""std"": 0.006175897828308481, ""ci95"": [0.05885701124767458, 0.07419379122766552], ""median"": 0.06542253874939459, ""minimum"": 0.05770338586043162, ""maximum"": 0.07386539002179222}"
