model,seed,corruption,severity,accuracy,NLL,ECE,Brier,predictive_entropy,initial_predictive_entropy,prediction_change_rate,mean_gate,mean_relative_effective_update
A,1,pixelate,5,0.4574,2.8711265209197996,0.4096679387196899,0.9145572998046875,0.3865645842444443,0.3865645842444443,,,
A,3,brightness,2,0.9461,0.20769097003936768,0.03062881437242031,0.08581547615528107,0.07479765973227186,0.07479765973227186,,,
D1,1,motion_blur,4,0.7751,0.9786308149337769,0.14937100752145052,0.37144389748573303,0.2260790044662863,0.2863342286085972,0.021199999999999997,0.11331272118576792,0.072361103865779
D1,2,brightness,1,0.9493,0.2032979721069336,0.03094486663341522,0.08414567112922669,0.06317390315154917,0.07538029953110381,0.0047000000000000375,0.030472026857686917,0.019594846577327796
A,1,gaussian_blur,4,0.6314,1.4640259300231933,0.21924972737431525,0.5784815289497376,0.4482397572319489,0.4482397572319489,,,
D1,1,pixelate,2,0.8795,0.4840943922996521,0.07555934166610241,0.19425667390823365,0.1403415109212656,0.1790498762819014,0.015199999999999991,0.0707867220222722,0.04039504138593952
C,1,pixelate,2,0.8822,0.4684358792304993,0.06586115378439426,0.18664840331077576,0.16338753459417057,0.16413855406489894,0.009499999999999953,,0.07328025446427472
A,1,speckle_noise,4,0.504,2.4298436054229735,0.35017311043590305,0.8069961802482605,0.4263258883007278,0.4263258883007278,,,
C,1,gaussian_blur,1,0.9499,0.19337357068061828,0.028507910680770875,0.08046408402919769,0.07028505591246795,0.07042774849181588,0.0040000000000000036,,0.07074001091142527
C,3,spatter,2,0.858,0.600227570438385,0.08621340360194445,0.23299357857704162,0.17255000099914614,0.17149840434390062,0.012800000000000034,,0.07199911462654784
D1,2,zoom_blur,3,0.7909,0.8761848918914795,0.13863401890993118,0.3406378689289093,0.21046709203432548,0.2575975103922072,0.02100000000000002,0.10326052215329255,0.06582074404390352
C,2,speckle_noise,1,0.8576,0.5882470157146454,0.08745423045307398,0.22893753986358642,0.16630596372020665,0.1681143311848311,0.009199999999999986,,0.07036894763011309
D1,3,elastic_transform,1,0.9057,0.3495598337650299,0.05598305016458034,0.14885127556324004,0.11723140409014304,0.13917498691455113,0.009800000000000031,0.05621488005014689,0.03815178074516768
D1,2,jpeg_compression,5,0.727,1.1471125764846801,0.18286758165359496,0.44250676012039186,0.26715788212065816,0.33851282765805957,0.030100000000000016,0.1334197675020628,0.08234420779635507
C,2,brightness,2,0.9489,0.20326588146686553,0.028822839817404747,0.08372824128866195,0.07132527128378861,0.07190736244758592,0.0041999999999999815,,0.06836966374596916
A,2,frost,2,0.8735,0.5154877997398376,0.07190134628117084,0.20398602969646454,0.169143390298546,0.169143390298546,,,
A,5,glass_blur,3,0.6411,1.5561934398651123,0.22799065882265568,0.5706508576869964,0.3916447015432903,0.3916447015432903,,,
D1,4,motion_blur,1,0.9112,0.3519735851764679,0.05288411796987057,0.1443412695169449,0.10923904307029443,0.12523949329641765,0.006900000000000017,0.05145349378783528,0.02879749165590043
C,2,shot_noise,3,0.4522,3.0112163074493408,0.43488747904896735,0.9453975612640381,0.33126953701472667,0.338607546858702,0.015499999999999958,,0.07312194145878352
D1,3,shot_noise,2,0.7869,0.942382735824585,0.14418611471951007,0.3489060435295105,0.20510209595203632,0.24771500096618548,0.020000000000000018,0.0995347725251891,0.06553625007881955
A,4,defocus_blur,1,0.9493,0.19114772492051124,0.02714588821530342,0.08099957565665244,0.07318756224264798,0.07318756224264798,,,
C,3,gaussian_noise,1,0.792,0.8871160593032837,0.1345338101282716,0.33774812092781065,0.21750966538363137,0.22094740575143368,0.01639999999999997,,0.07287960113484562
D1,3,gaussian_blur,1,0.9491,0.19082463834285737,0.02997271145284176,0.08125579297542572,0.06645546078136831,0.07786869702308177,0.005099999999999993,0.031631109777777604,0.0215231967861127
D1,2,brightness,3,0.9408,0.23899188313484193,0.037118581089377406,0.09838954830169677,0.07093084135126555,0.08549526684879966,0.005299999999999971,0.03442351178792451,0.02211235251876076
D1,2,impulse_noise,1,0.829,0.7323424553871155,0.11478074126392603,0.2817065590143204,0.171073883160096,0.2150202797001519,0.01739999999999997,0.08516682979772013,0.05224304632056339
A,1,contrast,5,0.3398,2.9008685134887697,0.4008248434111476,1.003822700881958,0.7640900819249917,0.7640900819249917,,,
C,3,pixelate,4,0.6725,1.5626400382995604,0.2272729208663106,0.5378559026718139,0.29811412663531955,0.2999582719953847,0.01980000000000004,,0.0734447778466777
A,2,spatter,1,0.9246,0.29208719625473023,0.041931356292963025,0.12125308524370193,0.10693209631091886,0.10693209631091886,,,
C,3,elastic_transform,3,0.8685,0.5055553157806396,0.07957467500567436,0.209064866733551,0.1599046394820296,0.16108144989300344,0.009700000000000042,,0.07318175577580233
D1,2,pixelate,2,0.8732,0.5053129239082337,0.08033382810950279,0.20242332918643952,0.1418744265516987,0.17621046026415424,0.016800000000000037,0.07005720291369265,0.040963454771713655
D1,4,snow,4,0.8198,0.7513206985473633,0.11535583550333976,0.29516971464157105,0.19547445776922104,0.2343808698730456,0.018399999999999972,0.09448088639403383,0.051741453203421
A,2,defocus_blur,5,0.5754,1.8106029644012451,0.27563341854661705,0.6766674976348876,0.4473653908355569,0.4473653908355569,,,
C,3,glass_blur,2,0.5771,1.957910549545288,0.28583439435511826,0.6817462093353271,0.40722039207707855,0.40211860355698736,0.0252,,0.07706078346941238
D1,2,impulse_noise,2,0.7009,1.3091006083488463,0.203894969907403,0.49022868828773497,0.28578653011161953,0.3680628901409043,0.03620000000000001,0.14439606511417757,0.0848652311874832
D1,3,zoom_blur,2,0.8604,0.5529645091056824,0.08619903437495231,0.22436716403961182,0.16071439550337963,0.18995411990390276,0.013700000000000045,0.07695963484887615,0.052617018683550364
A,3,motion_blur,2,0.8422,0.6548362595558167,0.09465197451263666,0.25562473373413086,0.19196830801828765,0.19196830801828765,,,
D1,1,contrast,1,0.9476,0.21134558005332946,0.031038045978546144,0.08732202894687653,0.06839628246175998,0.08372608649758913,0.0041999999999999815,0.03357562427386123,0.020838515690652686
C,1,jpeg_compression,5,0.7348,1.077482176399231,0.1619392986148596,0.4237659405708313,0.3162968188819243,0.3149593713812763,0.02190000000000003,,0.07796137069574283
C,2,saturate,5,0.896,0.4120546226024628,0.06080179758667946,0.1656300966501236,0.13415345481199328,0.13394724065036281,0.009399999999999964,,0.06986338564492388
A,5,shot_noise,1,0.8712,0.49967390391826627,0.07453933048695326,0.20238012045621873,0.16479831985967466,0.16479831985967466,,,
D1,5,contrast,3,0.8724,0.5112189179420471,0.08073002783060074,0.20871112644672393,0.1436802636434848,0.1584023804173863,0.008499999999999952,0.06558579868162584,0.04088415934166966
D1,1,gaussian_blur,3,0.8073,0.7774755504608154,0.12157990460991859,0.31127659311294553,0.21194495493916912,0.2628728787189815,0.021399999999999975,0.10491587664692537,0.06868893364788811
A,5,jpeg_compression,3,0.7952,0.8214849460601806,0.11933892833739519,0.32811428413391114,0.25783178170559695,0.25783178170559695,,,
A,5,shot_noise,2,0.7846,0.9058401762962341,0.1359461483553052,0.343091698551178,0.2349203325615439,0.2349203325615439,,,
C,2,defocus_blur,5,0.5675,1.8806513576507569,0.29485444788485765,0.7005672710418701,0.4147734215346398,0.40869284863393984,0.029900000000000038,,0.07979183566197678
D1,3,speckle_noise,3,0.6672,1.5812938634872435,0.23878663977086545,0.551496771812439,0.27520075451615555,0.33467102177986235,0.02959999999999996,0.13409540729439082,0.08615540483848583
C,5,snow,4,0.8186,0.7712723446369171,0.1141229865372181,0.29561520669460295,0.20602806754229241,0.20705026777562452,0.011800000000000033,,0.07378585448089499
D1,2,gaussian_noise,5,0.2777,4.094741415405274,0.559890103085339,1.2185396282196046,0.4605057027147006,0.5636121245932038,0.04590000000000005,0.2244511122364352,0.1312209688468665
A,2,frost,4,0.7724,0.9624820559501648,0.13876537963598967,0.36303373165130615,0.2710608983624959,0.2710608983624959,,,
D1,3,snow,4,0.8237,0.7356900932312012,0.11403747072964907,0.2868838920593262,0.18939537780174287,0.2340736536571465,0.01749999999999996,0.0929227812155043,0.06048580759395795
C,2,gaussian_blur,2,0.8944,0.42412040579319,0.06450945364236832,0.17131063570976257,0.1298557867884054,0.12987679748906522,0.009600000000000053,,0.0709803419821252
C,1,saturate,2,0.9138,0.34427019348144533,0.04831966429501772,0.13828452328443527,0.11951252936052333,0.11959923870820204,0.008099999999999996,,0.0723654899510541
C,5,shot_noise,5,0.2994,3.974951763153076,0.5495719866007567,1.1915201364517212,0.4326910192157724,0.42812749979201764,0.033299999999999996,,0.07564783989657532
D1,4,gaussian_blur,4,0.6554,1.4644208625793458,0.2223418118402362,0.5511711211204529,0.35932609673496335,0.4201376142793684,0.0393,0.17130776090177532,0.098157303200309
D1,5,speckle_noise,3,0.6605,1.537947413635254,0.23775498767644168,0.5546053434371948,0.2998456632906222,0.33378213218626335,0.02210000000000001,0.13715402974714766,0.08991085415262257
D1,3,shot_noise,3,0.5535,2.267012034225464,0.3387826017230749,0.7586831970214843,0.3135609132235841,0.37867083190583506,0.035599999999999965,0.152215032633199,0.09752656115973307
D1,2,gaussian_blur,2,0.8892,0.4397500870704651,0.0703039459913969,0.180317156291008,0.12308841799898364,0.14723352832972306,0.013499999999999956,0.059566094102398104,0.038311513507837125
A,5,pixelate,5,0.4715,2.839960940170288,0.392841646464169,0.8837490989208221,0.39397689052351637,0.39397689052351637,,,
C,1,fog,4,0.8912,0.4103930850982666,0.06339103488326073,0.17164758400917055,0.14200455656323466,0.14221235402858,0.010099999999999998,,0.07360862652324197
D1,3,motion_blur,2,0.8337,0.680395318698883,0.10874629001319408,0.26896492471694944,0.17250310766465263,0.20526901926318533,0.013599999999999945,0.08288722797698672,0.05667065719070696
C,5,speckle_noise,1,0.8704,0.5282467240154743,0.07799015624821186,0.20816602705568074,0.15787541725118645,0.15881713373692766,0.009099999999999997,,0.07167817488196966
A,4,brightness,4,0.9339,0.24847711746692658,0.03743908452987671,0.1037644223690033,0.09010305138674449,0.09010305138674449,,,
D1,5,jpeg_compression,4,0.7658,0.9674319641113281,0.1455729594156146,0.3789945439338684,0.26502840697236824,0.29707910732442394,0.018299999999999983,0.12173049510923835,0.0747583087854841
C,3,motion_blur,4,0.7621,1.0164899099349975,0.15146070739775896,0.3885835856437683,0.26228870317757247,0.2623623407672625,0.018199999999999994,,0.07602570287947541
A,3,saturate,4,0.9274,0.28687931084632873,0.041611833104491236,0.11827003813385964,0.09752526436670741,0.09752526436670741,,,
C,1,fog,2,0.9392,0.23684747788906096,0.03447267986834049,0.09879287227392197,0.086893658497656,0.08762991941876971,0.005900000000000016,,0.07156701573033643
A,2,glass_blur,4,0.4901,2.2789927089691164,0.3318263588756323,0.7993047492027283,0.5334397944191529,0.5334397944191529,,,
D1,5,defocus_blur,2,0.9413,0.2397663830757141,0.034189653429389,0.09794815227985382,0.07901661836208368,0.08560649647897808,0.0027000000000000357,0.035762511500515876,0.023681970916422834
C,1,gaussian_blur,4,0.6573,1.3299396558761596,0.19924409197717904,0.5303866773605347,0.4327394767286023,0.4257759761445981,0.03069999999999995,,0.08302920478257113
D1,3,shot_noise,5,0.3392,3.745635720825195,0.5209270506918431,1.1353810508728028,0.4000523320182168,0.48448545804223103,0.03990000000000005,0.19432645342059915,0.12524202043355978
A,4,shot_noise,3,0.5223,2.2242332708358763,0.34020978506207467,0.7862552965164185,0.4052557192702661,0.4052557192702661,,,
A,1,fog,4,0.8879,0.4364113610506058,0.06639432210177183,0.1796952817440033,0.1416523875713232,0.1416523875713232,,,
D1,3,contrast,4,0.7805,0.8783812248229981,0.14346705923825503,0.34944496994018553,0.22350711556208552,0.2725051094328868,0.02100000000000002,0.10860584787878906,0.07372939944737487
A,1,speckle_noise,3,0.6489,1.6103803522109985,0.2370161522552371,0.5683165924072265,0.3383375390916597,0.3383375390916597,,,
D1,3,speckle_noise,2,0.7469,1.162400037574768,0.17679244475960731,0.41730503747463227,0.22707029210561597,0.2755977050543326,0.02400000000000002,0.11047036599704442,0.07188133374191918
D1,3,elastic_transform,5,0.7531,1.0063308059692382,0.15774423502385615,0.39586948432922364,0.26530854080967836,0.32286895757301826,0.028299999999999992,0.12915047390602316,0.08565652001833406
C,1,frost,3,0.7767,0.9582676237106323,0.13933578201532365,0.35685108766555784,0.25527545807793506,0.2548036761177063,0.014700000000000046,,0.07475150127679457
A,4,impulse_noise,5,0.2296,3.7791713523864745,0.5530878002151847,1.2381168235778808,0.6374542558053276,0.6374542558053276,,,
A,5,fog,4,0.8906,0.4215077491760254,0.06319742903709412,0.1736069727420807,0.13973641602551215,0.13973641602551215,,,
A,4,speckle_noise,5,0.3706,3.080971617126465,0.45718723479658363,1.03211875705719,0.5049687145086879,0.5049687145086879,,,
D1,5,brightness,5,0.9152,0.3256182336807251,0.04995644538402557,0.1351732994556427,0.10853260682438559,0.119997192878263,0.005700000000000038,0.049608495458153386,0.029781941966207693
C,2,saturate,4,0.9291,0.2824285815238953,0.04074385822117329,0.11598881976604462,0.09585437837658684,0.09639091804724594,0.00660000000000005,,0.06888292616004131
A,4,gaussian_blur,3,0.7877,0.8493589519500733,0.1295440136834979,0.33892082805633544,0.24410823393542377,0.24410823393542377,,,
C,3,fog,2,0.9376,0.2531177956581116,0.0350299801081419,0.10254381823539734,0.08675356997204363,0.08805623661840219,0.005900000000000016,,0.07029662276480982
C,5,gaussian_noise,2,0.5722,2.057486036491394,0.30925719001740215,0.7095791776657104,0.3466669322307542,0.35216971330067315,0.023900000000000032,,0.07516177723730912
C,3,saturate,1,0.9305,0.2772584159851074,0.040048891630768774,0.112987704205513,0.09307771476248163,0.09390840376302949,0.005700000000000038,,0.07022904772648973
C,3,spatter,5,0.7736,1.043531218957901,0.15468104848116637,0.37696679916381837,0.21527030001962558,0.21386588685797178,0.01629999999999998,,0.07245145295580835
D1,5,contrast,1,0.9486,0.21348519978523253,0.030378282046318053,0.08546033440828324,0.06814213431156822,0.07445400451409515,0.0020999999999999908,0.030981734739785074,0.020042389820173364
A,5,gaussian_noise,3,0.3917,3.1452843025207518,0.4504943102940917,1.007312795829773,0.4537053958160919,0.4537053958160919,,,
A,1,brightness,1,0.9504,0.191675777554512,0.028655645409226417,0.08026687656641006,0.06954404854752065,0.06954404854752065,,,
C,3,pixelate,3,0.8346,0.6823067445755004,0.1004644585058093,0.2603200149536133,0.19608943928593653,0.19683001921896356,0.01639999999999997,,0.07238546209500078
D1,5,defocus_blur,5,0.5723,1.8602927669525147,0.28057940355986355,0.6860612987518311,0.4346976979057654,0.484219829595706,0.04090000000000005,0.19940924123255535,0.13845014727726057
C,1,fog,5,0.7483,1.0335271240234376,0.16160406763106586,0.40339388008117677,0.2754841406181047,0.27210422245062654,0.01870000000000005,,0.07775309124598162
A,5,gaussian_noise,5,0.2583,4.194598425292969,0.5683309438347817,1.2383957023620606,0.48591005965744843,0.48591005965744843,,,
D1,3,frost,2,0.8643,0.551002056312561,0.08602745786905289,0.21947824664115906,0.15205703538421075,0.1863155050774396,0.013800000000000034,0.07439246898493972,0.04957156641178284
D1,5,impulse_noise,3,0.5589,2.0210332354545595,0.29026193847507237,0.7025980955123902,0.4411378687152348,0.4813996280564897,0.0393,0.19951827665608776,0.07244395723189005
A,3,snow,5,0.7695,0.9730062147140502,0.14215714969038964,0.36769252500534055,0.26374843269714326,0.26374843269714326,,,
D1,4,shot_noise,4,0.5497,2.1096529232025145,0.3017276922225952,0.7215792245864868,0.42876693965746965,0.517530174956104,0.05400000000000005,0.20798520489918934,0.1109256124346082
A,2,zoom_blur,4,0.7629,0.9569021617889404,0.14048934496343135,0.378607839679718,0.29387368992912816,0.29387368992912816,,,
D1,2,saturate,1,0.931,0.28460141563415525,0.042058102449774745,0.1144251124382019,0.08348115048736508,0.10021416729240737,0.007099999999999995,0.04043901553775067,0.02591608494073482
A,4,pixelate,4,0.6549,1.6233100622177123,0.2409571984142065,0.5683960370063782,0.3076765943247505,0.3076765943247505,,,
D1,1,impulse_noise,4,0.3888,2.965865604400635,0.44088486910909414,0.9933476953506469,0.5016954547162051,0.6625800744142151,0.0595,0.2581724042422681,0.12513051561774555
D1,3,contrast,3,0.8767,0.4923929249763489,0.07887950450181962,0.19889348521232605,0.13473495871273916,0.16216850141562172,0.011600000000000055,0.0651402985493051,0.044345754194528526
A,4,spatter,5,0.7425,1.2305850351810455,0.17862320012003183,0.43241603119373323,0.2377556277107389,0.2377556277107389,,,
D1,3,motion_blur,3,0.749,1.0926991334915162,0.1683379214435816,0.41007684650421145,0.24269800797404606,0.29107201989303577,0.023900000000000032,0.11707799434682432,0.08015200337669964
A,4,elastic_transform,2,0.9055,0.36582266693115234,0.055164671589434146,0.15268406240940094,0.1253556173033634,0.1253556173033634,,,
D1,1,shot_noise,3,0.547,2.2985962697982787,0.3468887877494097,0.7703172080039978,0.3134344905100996,0.4007847045311937,0.0353,0.1583293157556138,0.09062112146598285
C,1,shot_noise,5,0.3546,3.298265643692017,0.46509982533156874,1.0537002193450928,0.5169227455849875,0.523994468697277,0.01870000000000005,,0.07767060610979526
A,2,pixelate,1,0.931,0.26299732670784,0.037300466215610506,0.1094076721906662,0.10168366447757363,0.10168366447757363,,,
D1,4,glass_blur,1,0.6144,1.7024303804397583,0.2539731366455555,0.6176517464637756,0.3878107238486409,0.4816710144499899,0.05630000000000002,0.19159764145523273,0.09951266877799192
C,3,snow,4,0.8098,0.7865925984382629,0.11910607974529266,0.30294982085227967,0.214394714002643,0.2140183108888159,0.015499999999999958,,0.0735022694135604
A,4,zoom_blur,1,0.8875,0.42512731223106387,0.0635553154528141,0.17758696336746216,0.15217463504790213,0.15217463504790213,,,
D1,1,fog,3,0.9216,0.3042838129520416,0.046925380757451056,0.12640071940422057,0.0979628518452344,0.12178598336487485,0.006800000000000028,0.048550611245023904,0.030131880294369372
A,2,contrast,4,0.7854,0.9001716871261597,0.13605875052362681,0.35086287212371825,0.24173371619268436,0.24173371619268436,,,
A,5,snow,4,0.8229,0.7185209259986878,0.10642500912249088,0.2835415953159332,0.2163260024069139,0.2163260024069139,,,
C,1,spatter,2,0.8654,0.550889682006836,0.07968558890372515,0.21689330534934997,0.17054552719962668,0.16933832291006692,0.013800000000000034,,0.07329403463341773
C,5,motion_blur,1,0.903,0.38802578854560854,0.05732479139864445,0.15755833446979522,0.12189400244521967,0.12284388572052703,0.007099999999999995,,0.07175330842150673
A,2,motion_blur,5,0.675,1.3765552074432372,0.20838050638735295,0.5189505666732788,0.351702224123117,0.351702224123117,,,
D1,1,glass_blur,4,0.4829,2.414861653137207,0.37426799198836086,0.8460249042510987,0.4195457517845556,0.5576042300235596,0.052100000000000035,0.21694076878592314,0.11972905141484946
A,4,elastic_transform,1,0.9061,0.3511673051357269,0.05269508576095104,0.14869565439224244,0.12745103943180583,0.12745103943180583,,,
A,3,contrast,2,0.9118,0.33765975570678713,0.05399806910157204,0.14159138078689576,0.10956905658094619,0.10956905658094619,,,
C,5,jpeg_compression,4,0.7634,0.9711006771087647,0.14667953854054214,0.3785897946357727,0.2720865742652677,0.27147041454586435,0.01749999999999996,,0.07557812341547782
D1,3,glass_blur,1,0.5751,1.9263558544158936,0.29667475690841677,0.6902177948951721,0.37619338889787324,0.47577589725455616,0.049799999999999955,0.18722534251111597,0.11576938252991664
D1,2,saturate,3,0.946,0.21313776762336492,0.033029531633853915,0.08893254670333117,0.06679257975029759,0.08019468797372246,0.0048000000000000265,0.03236074851170658,0.02076926760316447
A,4,shot_noise,5,0.3099,3.4900430118560792,0.5226509461343288,1.1522213537216186,0.4918503807233996,0.4918503807233996,,,
D1,1,contrast,2,0.9155,0.33081319551467897,0.05170390957146883,0.1369568506717682,0.1015193790797799,0.12612927867146645,0.007399999999999962,0.050295163676815226,0.03123046735371629
D1,1,motion_blur,2,0.8548,0.5988786814689636,0.09079394970834255,0.23630222446918486,0.16297146767164813,0.2026947268493008,0.014100000000000001,0.0807636254812455,0.05129601554239391
D1,5,frost,3,0.777,0.957316166305542,0.14059508338868618,0.3608300940036774,0.24540958718918554,0.27215987961272187,0.020000000000000018,0.11221904923104253,0.06791144548737414
A,2,gaussian_noise,2,0.5754,2.07475520401001,0.3112306397855282,0.7136063590049744,0.3343763442015974,0.3343763442015974,,,
D1,4,pixelate,5,0.4589,3.06023895072937,0.429383415850997,0.9336168174743652,0.32308895693589,0.4009014194018033,0.0474,0.1601054467807873,0.07644072488760047
A,1,defocus_blur,5,0.5524,1.7881779541015626,0.27344634336233137,0.6937036560058594,0.5196260015333654,0.5196260015333654,,,
C,5,snow,5,0.771,0.985706673669815,0.14876454322934152,0.37277539360523226,0.2441960774649342,0.24532824387474975,0.014599999999999946,,0.07462164969946324
A,5,glass_blur,4,0.5077,2.297433917236328,0.32112632704824207,0.7840471185684205,0.5049761133509048,0.5049761133509048,,,
D1,1,pixelate,4,0.6711,1.5412922327041625,0.2378996371001005,0.5457121869564057,0.27090380942575865,0.3506271914061217,0.036900000000000044,0.13801123963910797,0.0714803522828278
C,1,defocus_blur,4,0.8055,0.7566786783218383,0.11488800467252731,0.30990963535308835,0.24645081935041818,0.24597086241459765,0.01770000000000005,,0.07752109141926455
D1,1,elastic_transform,5,0.7677,0.9340848915100097,0.1453708200082183,0.3712728506088257,0.25993663523048743,0.3347840024618781,0.027200000000000002,0.1316868062823875,0.08075139849571368
D1,3,brightness,4,0.9326,0.2556026192188263,0.03986750199198723,0.10692456979751587,0.08542173124133842,0.10227035226188018,0.007199999999999984,0.041163971533799,0.02789739806280408
D1,4,speckle_noise,4,0.5873,1.9731384422302245,0.2725698477983475,0.6625748147964478,0.40581957871850466,0.49412524457608525,0.04830000000000001,0.19802983682700528,0.10396627295711573
C,3,contrast,2,0.9099,0.3599145450592041,0.05471209080517292,0.14481525144577026,0.11098553758228082,0.11262531424584449,0.006299999999999972,,0.07155926737355105
A,5,glass_blur,5,0.529,2.1253545009613037,0.3055113441646099,0.744113509941101,0.4907970667867863,0.4907970667867863,,,
A,4,defocus_blur,3,0.8902,0.4211112313270569,0.06445272795557976,0.17644685735702514,0.13912708511875244,0.13912708511875244,,,
C,3,zoom_blur,3,0.8119,0.7558191413879395,0.11148460478782654,0.30155850477218626,0.2312115944659803,0.2324334854887973,0.016599999999999948,,0.075541324710403
C,1,jpeg_compression,1,0.8729,0.5018559081077576,0.0733834454447031,0.2027848683834076,0.1656823629613442,0.16552134018687065,0.010099999999999998,,0.07374568463774507
C,5,saturate,5,0.8935,0.4326555061459541,0.06333060672134161,0.17119707124829292,0.13436520849268999,0.13429383534821826,0.009000000000000008,,0.07132406401825277
D1,3,impulse_noise,1,0.8398,0.6807562438189984,0.10321684024333953,0.2645029883950949,0.17415176345274666,0.21438807411288144,0.01759999999999995,0.08529410329718085,0.05341639482677516
D1,4,fog,1,0.9499,0.20213358581066132,0.03134662697315216,0.08345322815179824,0.0640627980865771,0.07344111462352448,0.0032999999999999696,0.03017744259042665,0.016721707935168705
D1,5,defocus_blur,3,0.8967,0.398064151763916,0.061438103753328324,0.1636430575609207,0.12824455794708337,0.13883707821326097,0.008099999999999996,0.0579889144027402,0.0398876748862815
C,5,saturate,3,0.9482,0.1998984892308712,0.02878386036157608,0.08331927317734808,0.0732205381257867,0.0733781516835501,0.005499999999999949,,0.06955761023937791
C,5,impulse_noise,2,0.6714,1.4599090175628662,0.21245134151428938,0.5286998205661774,0.3484796603180177,0.34247339159849216,0.025599999999999956,,0.07515577689698939
D1,5,saturate,5,0.8956,0.4150114688396454,0.0622588781774044,0.16739699811935424,0.12974670346136408,0.1445342879609845,0.009700000000000042,0.05947860688479898,0.03515992292568293
A,4,brightness,3,0.9409,0.21978054461479188,0.03325838396549225,0.0933242819070816,0.08095270510146947,0.08095270510146947,,,
C,1,zoom_blur,5,0.645,1.4332906663894653,0.21916669495254756,0.5555598066329956,0.41181233073567275,0.4047631801990676,0.026800000000000046,,0.08176786166247385
A,2,elastic_transform,2,0.908,0.3458337963104248,0.054210147538781166,0.14566891021728515,0.12083562465708238,0.12083562465708238,,,
D1,4,speckle_noise,3,0.7007,1.3605611100673676,0.2012921853646636,0.48566119692325593,0.2920097890357138,0.3529588628332305,0.03259999999999996,0.1419267929125393,0.07665375670172948
A,4,frost,3,0.756,1.0234588037490844,0.1484742013245821,0.38747336502075197,0.28710186325277026,0.28710186325277026,,,
A,2,defocus_blur,2,0.9398,0.23716590313911437,0.03500779609382153,0.0986132054567337,0.0832011423703283,0.0832011423703283,,,
C,3,impulse_noise,4,0.4361,2.5900215728759766,0.3718349742859602,0.8889604135513306,0.5686583955550392,0.5537889351255726,0.03590000000000004,,0.07857920140262874
C,3,gaussian_blur,5,0.3932,2.788899185180664,0.4298090769961476,0.9831896806716919,0.5350287031332264,0.5133607053952001,0.034399999999999986,,0.08431625253609082
A,5,zoom_blur,1,0.8856,0.4385800798416138,0.06257477875649929,0.18100886986255646,0.15716700446667237,0.15716700446667237,,,
C,3,motion_blur,1,0.9131,0.3495848138809204,0.05024340526759624,0.1415963602542877,0.11591463382116053,0.11700708677132207,0.007499999999999951,,0.07139046909437584
D1,3,snow,5,0.7818,0.9271666063308716,0.1441737697839737,0.35414216947555544,0.2213497932430764,0.2748039627775608,0.021700000000000053,0.10901294027682211,0.07030100405524484
C,1,brightness,1,0.9518,0.19168465769290924,0.026385901676118373,0.079150498431921,0.07113297684225399,0.07154536476951907,0.0040999999999999925,,0.0705749192088009
D1,5,zoom_blur,2,0.8593,0.5487898073196411,0.08199588921666146,0.22346093890666963,0.17702925957111293,0.19118743929133344,0.0131,0.07996261321387187,0.05428466019995593
D1,1,gaussian_blur,5,0.3777,2.973840894317627,0.4273837492257357,0.9950164108276367,0.5525325143797206,0.7122372753295582,0.0676,0.27940319867201424,0.19230242602374312
C,5,gaussian_blur,1,0.9497,0.19972439630031585,0.028576840141415597,0.082893679189682,0.06906970729141612,0.06951941780269262,0.0040999999999999925,,0.06968007203926539
A,1,spatter,5,0.7268,1.3323670458316803,0.1962454534560442,0.46057450835704805,0.2316352679689502,0.2316352679689502,,,
A,1,gaussian_blur,2,0.8933,0.41255636966228487,0.060357595041394235,0.17015086636543275,0.1429673395720951,0.1429673395720951,,,
C,2,gaussian_blur,3,0.7967,0.8234138140678405,0.12870344010293483,0.32872028465270997,0.22598734996329878,0.22531330230885652,0.013900000000000023,,0.07418035815946121
D1,1,frost,4,0.7721,0.9700377959251404,0.15021637486219405,0.37216573235988615,0.23522892759703098,0.306468385307258,0.024599999999999955,0.12009996629418164,0.07036274561730775
C,5,frost,5,0.6582,1.5284986314773559,0.22531425117105244,0.5484585768699646,0.34761776531151845,0.3499225383181416,0.02059999999999995,,0.07645327921593677
A,4,fog,3,0.918,0.3306310231208801,0.04838711725473404,0.13404030799865724,0.10459466189079394,0.10459466189079394,,,
A,2,gaussian_noise,4,0.3117,3.8328047481536864,0.5532838742792606,1.1912606170654296,0.3974001355452987,0.3974001355452987,,,
C,1,spatter,5,0.7309,1.2486526142120362,0.1848423837095499,0.44580715894699097,0.258664313117112,0.25171949056686715,0.02080000000000004,,0.07494167070645595
D1,3,glass_blur,2,0.5921,1.8313888917922974,0.2789258752271533,0.6607167020320892,0.37658329810051944,0.47472337689176203,0.04830000000000001,0.18683688294013553,0.115030842760881
D1,1,frost,2,0.8648,0.5515357688903808,0.08678347762227058,0.2193763524055481,0.14927163556579034,0.1916218001647503,0.012299999999999978,0.07547092117520418,0.04574756249658085
A,1,gaussian_noise,5,0.2595,4.2754922859191895,0.5833356631055474,1.2646439294815064,0.4449700357671885,0.4449700357671885,,,
D1,1,zoom_blur,2,0.8654,0.5383717403888703,0.08070171436071395,0.21614229986667632,0.16370059997974312,0.20175962358252728,0.015700000000000047,0.08077758080923814,0.05094946044343889
